"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Mobilitätsziffer","deutsch",2012,"08 Schwanthalerhöhe",260.4,1093,1522,955,1475,19377,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"09 Neuhausen - Nymphenburg",225.4,3563,4762,3307,4782,72825.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"10 Moosach",192,1331,2097,1427,2071,36075.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"11 Milbertshofen - Am Hart",225.9,2396,2603,2192,3003,45126.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"12 Schwabing - Freimann",245.3,3029,3453,2443,3703,51472.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"13 Bogenhausen",194.8,2704,3514,2798,3560,64558,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"14 Berg am Laim",219.2,1300,2054,1346,1908,30144.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"15 Trudering - Riem",175.8,1778,2905,2272,2379,53106.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"16 Ramersdorf - Perlach",171.2,2505,3686,3034,3690,75450.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"17 Obergiesing - Fasangarten",251.7,2033,2492,2123,2478,36261.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"18 Untergiesing - Harlaching",237.3,2026,2792,1990,2776,40382.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",198.4,2849,4136,2927,3579,67984.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"20 Hadern",172.2,1320,1763,1476,1816,37026.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"21 Pasing - Obermenzing",188.4,2304,3048,2352,2880,56177.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"22 Aubing - Lochhausen - Langwied",181.1,1253,1850,1339,1360,32044.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"23 Allach - Untermenzing",174.8,782,1453,958,1157,24880.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"24 Feldmoching - Hasenbergl",160.8,1301,2017,1455,1913,41582.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"25 Laim",208.9,1854,2270,1848,2520,40660.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"Stadt München",229.4,53991,72246,47115,72246,1070393.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"01 Altstadt - Lehel",296.1,1118,1234,758,1408,15256.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"02 Ludwigsvorstadt - Isarvorstadt",328.4,2837,3117,2066,3581,35324.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"03 Maxvorstadt",319.8,3110,2992,2156,3916,38071.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"04 Schwabing - West",255,2946,3639,2300,3988,50474.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"05 Au - Haidhausen",272,2583,3587,2189,3776,44615,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"06 Sendling",253.7,1474,2171,1393,2386,29259.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"07 Sendling - Westpark",225.7,2007,2536,1734,2812,40275.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"08 Schwanthalerhöhe",280,1104,1644,879,1658,18877.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"09 Neuhausen - Nymphenburg",251.5,4008,5528,3146,5309,71546.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"10 Moosach",195.6,1356,2138,1321,2209,35905.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"11 Milbertshofen - Am Hart",235.8,2405,2848,1980,3300,44678,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"12 Schwabing - Freimann",257.9,3081,3793,2401,3838,50838,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"13 Bogenhausen",209.7,3010,3883,2662,3851,63937,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"14 Berg am Laim",223.9,1355,2061,1299,1949,29760.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"15 Trudering - Riem",187.1,1963,3266,2101,2474,52412.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"16 Ramersdorf - Perlach",187.2,2733,4125,3095,4163,75404,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"17 Obergiesing - Fasangarten",281.2,2509,2898,1967,2685,35776.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"18 Untergiesing - Harlaching",242.1,2074,2958,1841,2834,40090.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",204.7,2903,4186,2887,3812,67355.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"20 Hadern",188.6,1506,2075,1370,2012,36917.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"21 Pasing - Obermenzing",200.4,2361,3529,2181,3053,55519.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"22 Aubing - Lochhausen - Langwied",179,1243,1752,1271,1372,31495.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"23 Allach - Untermenzing",184.3,908,1459,980,1192,24631.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"24 Feldmoching - Hasenbergl",166.4,1373,2199,1264,2049,41365.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2011,"25 Laim",224.6,2011,2619,1871,2617,40604,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2010,"Stadt München",235.7,52680,75165,46683,75165,1059451.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2010,"01 Altstadt - Lehel",305.9,1129,1253,770,1459,15072.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2010,"02 Ludwigsvorstadt - Isarvorstadt",346,2738,3499,1972,3822,34767.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2010,"03 Maxvorstadt",347.5,3382,3307,2349,4086,37763.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2010,"04 Schwabing - West",266.3,2947,3927,2230,4219,50029,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2010,"05 Au - Haidhausen",275.1,2622,3558,2186,3754,44064,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
